FULL_NAME,SSAN,AGE,GRADE,DEROS,ASSIGNED_PAS,HOME_ZIP_CODE,SUPV_NAME,DUTY_TITLE,DUTY_START_DATE,DAFSC,CAFSC,PAFSC,OFFICE_SYMBOL,DOR,DATE_ARRIVED_STATION,DUTY_PHONE,TAFMSD,DOE,DOS,ETS,HOME_ADDRESS,HOME_CITY,HOME_STATE,DATE_OF_BIRTH,PROJ_EVAL_CLOSE_DATE,MARITAL_STATUS,RNLTD,GAINING_PAS,LAST_EVAL_CLOSE_DATE,SUPV_BEGIN_DATE,HOME_PHONE_NUMBER
Marinna Jennings,600-19-6345,5,AMN,,OP1CFR72,98008,Bentlee Goldsby,Engineer II,3/25/17,-3D052,,,CSS,3/18/13,10/25/14,206-678-8406,8/7/07,1/25/18,6/6/20,7/22/21,065 American Park,Bellevue,Washington,6/16/60,,M,4/22/20,,,9/27/12,412-510-9147
Matilde Flanner,245-96-0665,38,SMS,10/11/20,OP1CFT2N,7522,Barnie Billows,VP Quality Control,4/2/18,-1N051,,,SCOK,12/10/14,5/11/16,201-722-3769,1/1/12,7/16/18,4/18/24,9/21/21,91018 Prentice Street,Paterson,New Jersey,4/27/55,,M,,,,8/23/14,612-703-5521
Brnaby Clutton,142-10-2451,18,AMN,,OP1CFS14,97221,Brinna Di Bartolommeo,Geologist III,10/11/17,-3D072,,,DOML,12/6/10,8/7/13,503-726-8308,3/23/07,10/31/18,1/2/25,3/24/21,0 Corry Crossing,Portland,Oregon,1/3/79,,M,,,,3/4/14,502-676-1556
Enos Enever,309-44-0979,31,CMS,,OP1CFS14,38188,Chrissie Conaghy,Account Coordinator,7/31/18,-1N471B,,,DOOE,12/3/12,2/19/18,901-868-9587,6/16/14,5/11/18,9/6/20,3/14/23,08153 Jana Drive,Memphis,Tennessee,3/7/59,,S,,,,2/10/13,706-161-1056
Teri Beese,892-30-7661,30,TSG,7/15/22,OP1CFT2N,19125,Harlen Riccioppo,Nurse Practicioner,12/2/15,-3D152,,,IN,4/29/07,9/26/15,215-498-8421,10/17/97,10/24/18,6/9/19,1/13/19,77391 Moland Parkway,Philadelphia,Pennsylvania,8/8/60,,S,1/10/21,,,12/28/14,832-451-4260
Frederik Ielden,805-63-4441,24,SMS,,OP1CFR72,70805,Errick O'Heyne,Pharmacist,1/18/16,-3D152,,,STU,4/11/15,11/16/12,225-807-6802,10/9/01,5/23/18,8/24/23,8/5/25,92 Messerschmidt Place,Baton Rouge,Louisiana,8/8/51,,M,3/6/21,,,1/7/17,918-742-7252
Gloriana Vaune,265-19-6254,32,MSG,,OP1CF333,24048,Ofilia Bonnier,Senior Editor,7/14/17,-3D072,,,IMOC,9/19/18,4/3/17,540-841-6018,5/19/03,1/7/18,11/30/19,2/16/19,423 Fallview Terrace,Roanoke,Virginia,10/11/61,,S,,,,8/3/13,202-102-1985
Corie Risborough,566-67-3590,21,MSG,,OP1CF333,20904,Jacquenetta Farryan,Nurse,5/25/18,-3S071,,,SCXP,2/12/07,3/27/17,202-522-4936,1/25/14,10/28/18,4/16/25,6/25/20,087 Buhler Lane,Silver Spring,Maryland,12/8/84,,M,,,,9/20/09,336-593-4710
Julia Ivantyev,433-92-4107,39,CMS,,OP1CFR72,94263,Ralf Packington,Software Engineer II,1/2/17,-1N271A,,,SCOI,10/2/12,7/20/12,916-926-5643,4/6/00,12/11/17,5/16/21,11/12/19,7780 Nova Way,Sacramento,California,4/6/84,,S,,,,4/24/13,917-993-8943
Wilton Mahmood,707-35-7752,21,SSG,,OP1CFT2N,6673,Tadeas Doxsey,VP Marketing,3/31/16,-1N051,,,CCE,10/25/15,11/17/12,203-568-3950,9/30/15,11/8/18,9/7/24,2/25/23,53812 Coolidge Terrace,Bridgeport,Connecticut,5/24/76,,S,,,,10/17/12,501-525-2031
Berny Allchorne,514-51-8694,13,CMS,,OP1CFNY2,46699,Toiboid Hamblin,Administrative Officer,8/24/16,-3A151,,,IRDP,1/19/06,12/28/13,574-455-1422,7/12/13,12/22/17,11/14/19,12/29/21,8 Old Gate Parkway,South Bend,Indiana,12/20/51,,M,,,,11/27/09,989-176-3217
Glenn Goodbar,545-06-9292,25,MSG,,OP1CFR72,35242,Laetitia Monkley,Research Nurse,11/8/16,-3D152,,,IMOC,9/5/12,12/26/15,205-162-2143,11/29/08,3/4/18,7/7/21,5/27/20,5073 Arkansas Street,Birmingham,Alabama,10/29/73,,S,5/28/21,,,5/10/08,916-191-6091
Joelie Simony,346-89-5956,35,MSG,,OP1CFT2N,12262,Nappie Tanby,Executive Secretary,1/13/18,-3D152,,,DOM,6/7/10,1/17/14,518-353-3574,4/17/07,2/12/18,12/18/21,4/12/19,9 Summerview Circle,Albany,New York,4/25/81,,S,,,,12/2/15,713-797-0616
Gualterio Shakespear,745-11-4739,6,SRA,,OP1CFT2N,92862,Justus Kilday,Administrative Assistant III,5/11/17,-3D153,,,SLK,7/4/14,1/16/15,714-744-2463,3/6/97,5/18/18,2/29/24,7/8/22,6078 Pine View Trail,Orange,California,5/21/79,,S,,,,4/28/16,530-562-7312
Antonius Windaybank,315-93-3181,39,A1C,,OP1CF333,34276,Coralie Beseke,Human Resources Manager,10/5/17,-3D190,,,SCXP,5/16/18,12/17/16,941-484-7374,3/5/05,5/20/18,7/28/25,7/25/22,971 Lakewood Gardens Crossing,Sarasota,Florida,1/25/71,,M,,,,5/31/15,402-140-3805
Elladine Haydock,183-97-3293,18,SSG,,OP1CF333,84130,Marya Rubinowitz,General Manager,6/16/16,-3D133,,,IN,9/22/12,12/14/16,801-955-7479,1/22/03,1/23/18,6/2/23,1/2/23,21 Brickson Park Plaza,Salt Lake City,Utah,10/2/70,,M,3/9/20,,,2/27/18,615-328-7278
Roxine Padginton,874-47-9530,19,A1C,1/24/20,OP1CF333,68134,Teddy Quarlis,Human Resources Assistant III,4/2/18,-3S071,,,IRDP,12/22/13,10/28/18,402-617-6708,10/19/08,12/26/17,7/17/25,7/10/23,0139 Meadow Ridge Pass,Omaha,Nebraska,2/21/61,,M,4/7/19,,,5/2/09,501-298-9281
Zeke O'Keefe,600-13-7209,14,MSG,,OP1CFR72,29403,Enrika McCritichie,Financial Analyst,5/14/16,-1N271A,,,SCOT,1/20/08,9/11/18,843-951-2173,6/5/04,11/16/18,5/4/21,7/21/19,35 Nova Hill,Charleston,South Carolina,6/19/56,,M,11/18/20,,,5/28/16,408-856-7823
Tiebout Walentynowicz,229-53-7941,19,SSG,,OP1CFR72,90040,Maurits Sawney,Senior Developer,7/1/18,-3D052,,,STU,7/25/08,7/16/14,323-547-5756,5/31/08,9/20/18,1/3/23,8/16/25,47127 Delaware Way,Los Angeles,California,3/12/76,,M,,,,4/19/10,505-260-5345
Pancho Wharton,685-69-1495,34,TSG,,OP1CFS14,39236,Shela Yeats,Speech Pathologist,6/24/18,-3D052,,,DOM,2/5/17,2/12/17,601-176-4424,8/9/13,6/23/18,1/18/25,10/11/24,55603 Namekagon Alley,Jackson,Mississippi,4/4/94,,S,,,,1/17/12,202-806-7360
Nelson Handasyde,448-77-0116,36,SRA,,OP1CFNY2,91841,Stesha Maggorini,Executive Secretary,4/22/18,-3S071,,,DOML,3/29/18,12/11/14,626-238-1000,6/28/04,12/10/17,4/29/19,2/21/25,44 Warner Way,Alhambra,California,8/26/99,,M,,,,1/17/09,202-250-9114
Paxton Menchenton,365-58-5182,32,AMN,4/17/20,OP1CFNY2,55446,Kerrie Mitchelson,Environmental Tech,3/26/17,-1N271A,,,CCC,10/23/14,9/22/18,952-266-5628,2/10/01,6/25/18,7/30/25,3/24/21,624 Raven Avenue,Minneapolis,Minnesota,3/15/88,,S,8/1/21,,,7/29/16,915-173-8673
Marysa Cavell,736-07-1220,37,SSG,2/22/19,OP1CF333,34238,Ali Chilley,Physical Therapy Assistant,7/29/16,-1N371H,,,IN,9/8/14,7/19/18,941-170-0945,7/12/99,12/26/17,8/12/22,8/22/21,4 Eliot Pass,Sarasota,Florida,4/25/70,,S,5/31/21,,,3/18/14,213-291-6661
Garry Jeavons,169-94-7385,10,MSG,,OP1CF333,77844,Lindie Grey,Business Systems Development Analyst,3/15/18,-1N371H,,,SLK,9/26/08,3/12/14,979-502-3725,9/25/06,1/16/18,2/26/19,12/18/23,1 Meadow Vale Terrace,College Station,Texas,9/6/54,,S,,,,2/23/17,916-153-1135
Adelina Pearcehouse,232-25-4936,8,MSG,,OP1CFT2N,80262,Judith Biagi,Clinical Specialist,1/15/18,-3D152,,,TSD,5/16/13,3/12/12,303-385-2077,6/19/07,2/8/18,6/17/19,10/25/19,37 Grasskamp Plaza,Denver,Colorado,4/7/71,,S,,,,9/12/08,830-155-3821
Rosemonde Everard,494-21-5820,16,CMS,,OP1CF333,65805,Millisent Guitte,Structural Engineer,9/19/18,-3D190,,,CSS,2/15/14,6/20/15,417-880-1593,12/5/13,3/27/18,1/25/20,11/7/19,667 Lakewood Place,Springfield,Missouri,8/1/91,,M,7/11/20,,,1/17/16,937-326-0729
Zonda Vaune,601-68-3137,40,SMS,,OP1CFR72,33129,Charis Dunsmuir,Research Assistant IV,5/24/17,-3S071,,,DOO,9/24/07,4/29/15,786-734-1388,10/4/04,12/5/17,11/2/21,6/11/20,88 Stoughton Drive,Miami,Florida,6/19/71,,M,12/3/19,,,12/1/11,914-663-5477
Dasie Tussaine,772-98-9733,7,A1C,,OP1CFR72,87180,Neile Aleswell,Quality Engineer,11/8/17,-3S071,,,DOO,7/28/15,3/2/15,505-960-6355,1/14/02,3/18/18,5/26/23,6/23/21,54 Loftsgordon Trail,Albuquerque,New Mexico,5/30/54,,S,,,,4/8/16,202-604-2728
Shandie Capozzi,280-21-9275,15,SRA,7/29/22,OP1CFS14,32118,Jori Torrisi,Environmental Tech,5/23/18,-3D153,,,SCXL,3/1/07,2/8/13,407-923-5859,6/7/99,6/18/18,11/18/21,6/11/24,3891 Anderson Way,Daytona Beach,Florida,7/28/61,,M,4/19/21,,,3/1/10,801-234-2313
Thorn Locks,528-50-4915,36,CMS,,OP1CF333,38131,Veronike Ovey,Staff Accountant II,11/6/17,-1N051,,,SCOI,2/2/14,4/19/16,901-313-5628,11/30/04,2/11/18,8/29/25,10/27/23,39441 Hudson Street,Memphis,Tennessee,2/6/95,,M,1/7/20,,,1/8/16,312-491-5672
Eddie Mcsarry,644-39-7534,29,MSG,,OP1CFNY2,89436,Caterina Copeland,Dental Hygienist,1/28/18,-1N471B,,,STU,9/12/07,2/26/18,775-152-4579,10/11/13,1/4/18,6/25/25,11/3/24,17 Hollow Ridge Circle,Sparks,Nevada,9/16/80,,M,,,,9/28/16,504-727-3026
Sloan Simonard,311-07-7174,1,AMN,9/5/19,OP1CF333,29905,Melba Garrould,Research Nurse,10/8/17,-3D052,,,SCOT,5/20/10,5/11/17,843-199-4195,11/12/11,4/3/18,12/5/19,10/9/23,863 Pond Point,Beaufort,South Carolina,10/20/68,,S,,,,7/20/18,850-867-2432
Shaylyn La Grange,269-41-8737,29,SSG,6/26/19,OP1CF333,94622,Rozella Borrett,Professor,12/19/16,-3D190,,,DOA-F,8/17/08,2/20/18,510-431-7993,10/12/09,3/14/18,2/10/23,2/17/25,58248 Park Meadow Point,Oakland,California,3/2/94,,S,,,,4/6/10,203-750-8541
Felicdad Brackpool,240-23-3833,32,SRA,,OP1CF333,71115,Wolfy Greensall,Physical Therapy Assistant,4/12/16,-3D190,,,TSD,10/31/15,4/17/12,318-938-6117,8/12/02,8/31/18,10/2/20,9/9/22,6 Norway Maple Pass,Shreveport,Louisiana,3/12/74,,M,,,,8/14/08,937-483-1656
Dom Juschka,348-77-6715,4,SRA,4/16/20,OP1CF333,64101,Archibold Mc Dermid,Editor,4/9/18,-3D152,,,DOM,8/7/08,4/7/15,816-705-9533,10/21/03,11/30/18,1/20/25,11/8/19,5 Graceland Drive,Kansas City,Missouri,10/30/82,,S,,,,7/21/08,937-651-9130
Corrina Djokovic,435-06-4297,5,A1C,,OP1CFNY2,33069,Davis Briton,Geologist III,10/28/16,-2T25,,,SCXP,5/3/07,11/16/14,954-223-1563,1/14/98,4/28/18,1/23/23,11/26/21,5 Southridge Road,Pompano Beach,Florida,1/12/55,,S,,,,3/28/07,714-609-1564
Felisha Shrubsall,578-44-7630,9,CMS,,OP1CFT2N,6533,Nicolais Barcke,Health Coach II,8/11/18,-1N271A,,,SCOI,11/29/12,6/30/12,203-610-4705,5/27/02,5/23/18,1/1/21,2/17/19,3 Northport Junction,New Haven,Connecticut,7/21/95,,S,,,,10/19/14,405-383-9468
Henri Peel,341-74-5328,16,TSG,,OP1CFR72,95113,Lauritz Cottam,Nuclear Power Engineer,6/8/18,-1N371H,,,ART,5/1/15,7/29/16,408-836-5401,2/29/04,12/28/17,4/16/19,9/19/23,1424 Washington Street,San Jose,California,2/5/91,,M,,,,10/23/13,407-104-3342
Celie Willard,886-51-7599,32,SRA,,OP1CF333,95205,Ethan Hubbocks,Cost Accountant,6/29/18,-1N271A,,,SCOI,9/30/08,12/25/14,209-749-9675,4/12/99,5/13/18,2/11/21,1/9/25,316 Ohio Street,Stockton,California,9/4/73,,M,,,,6/20/16,316-587-7422
Pippo Kellett,595-64-8922,31,AMN,3/26/20,OP1CFT2N,74133,Denyse Jest,Senior Quality Engineer,2/20/16,-3A151,,,CCC,10/10/16,7/11/15,918-939-8143,12/7/13,3/11/18,7/8/20,6/2/20,57936 Dawn Pass,Tulsa,Oklahoma,12/17/57,,M,5/17/19,,,8/2/13,540-374-4655
Lulu Gristhwaite,504-20-1867,18,MSG,,OP1CFR72,44191,Bernita Belz,Geologist II,6/27/18,-3D172,,,CSS,2/16/06,4/13/13,216-907-0825,6/9/00,1/18/18,4/21/19,7/16/24,21 Cascade Pass,Cleveland,Ohio,12/4/70,,S,,,,2/3/14,318-789-8403
Odetta Glayzer,229-97-3473,10,AMN,3/18/20,OP1CFT2N,37245,Lamar O'Skehan,Developer II,7/19/16,-3D131,,,GSII,6/24/14,5/28/13,615-133-8893,3/24/03,5/20/18,8/24/24,12/24/19,5302 Tony Lane,Nashville,Tennessee,12/8/89,,S,,,,4/22/07,916-933-6550
Pedro Garbett,818-60-0396,34,SRA,,OP1CFNY2,85737,Yard McCully,Clinical Specialist,2/14/18,-3D152,,,IMOC,8/7/13,1/22/17,520-264-9626,12/23/08,6/2/18,3/17/19,9/24/24,171 Raven Point,Tucson,Arizona,12/4/62,,M,1/3/20,,,12/30/15,205-954-5106
Norean Iannello,533-57-3139,24,A1C,,OP1CFT2N,40576,Wendi Deverock,Developer II,5/27/16,-1N131A,,,SCXL,3/11/16,11/17/15,859-452-2747,2/14/10,9/29/18,1/28/24,9/30/22,99 Washington Drive,Lexington,Kentucky,4/24/77,,S,,,,8/13/06,310-910-7067
Eadmund Belison,707-96-7017,8,SMS,,OP1CFT2N,61656,Lorri Gartside,VP Sales,10/24/18,-3D153,,,SCXL,7/11/18,12/19/11,309-696-0109,4/7/00,5/25/18,6/17/20,6/24/24,233 Doe Crossing Trail,Peoria,Illinois,7/29/58,,S,4/6/21,,,3/27/15,901-559-6888
Rebekkah Ekins,555-42-3217,3,SRA,,OP1CFNY2,14683,Kyle Werndly,Programmer III,6/21/18,-3S071,,,SCXL,8/29/12,9/1/16,585-688-8224,11/2/16,9/21/18,3/19/25,10/19/21,695 Katie Park,Rochester,New York,6/19/75,,M,,,,10/20/08,281-324-7285
Reina Stoggell,388-18-5784,34,SRA,11/17/21,OP1CFT2N,38197,Gianni Insworth,Structural Engineer,4/14/18,-3D072,,,STU,8/10/16,6/15/18,901-206-3376,8/1/98,10/16/18,4/16/23,7/21/20,79 Holmberg Court,Memphis,Tennessee,9/14/92,,M,,,,10/30/17,614-390-1156
Celine Baress,136-45-8570,26,CMS,,OP1CFR72,19886,Kiri Strathdee,Junior Executive,11/19/17,-1N051,,,IRDP,7/11/14,3/25/18,302-941-2385,10/12/08,7/30/18,10/16/23,1/13/22,251 West Plaza,Wilmington,Delaware,12/17/84,,M,2/14/21,,,12/3/10,850-633-1256
Perren Peevor,111-57-1989,5,SRA,9/25/20,OP1CFS14,18514,Michaela Maffy,General Manager,2/28/17,-3D190,,,DOA-F,12/4/17,9/26/18,570-417-0268,2/3/00,8/19/18,6/27/23,5/20/21,81734 Pine View Junction,Scranton,Pennsylvania,7/14/68,,S,8/11/21,,,7/29/17,512-711-4365
Waverly Mansell,260-11-1369,6,CMS,,OP1CF333,39305,Amalia Beveredge,Senior Cost Accountant,10/30/18,-3A151,,,SCOK,4/6/10,11/28/12,601-404-4320,9/14/07,8/1/18,11/8/22,5/4/20,085 Merrick Road,Meridian,Mississippi,6/5/95,,M,,,,11/8/10,601-988-1016
Saidee Brampton,225-50-0315,37,CMS,,OP1CFNY2,40280,Norean McAndrew,General Manager,11/11/17,-3D131,,,DOM,6/17/09,12/19/14,502-769-5259,6/3/05,6/15/18,8/24/19,12/26/23,0367 Crowley Park,Louisville,Kentucky,10/9/83,,S,,,,12/4/10,619-388-1816
Kalila Volleth,182-91-2370,6,A1C,,OP1CFT2N,10292,Zitella Derks,Recruiter,1/19/16,-3D131,,,DOA-F,7/28/11,12/28/15,212-127-2667,8/22/01,5/16/18,8/26/23,7/28/22,42 Ludington Road,New York City,New York,7/22/52,,S,,,,3/6/09,402-878-9075
Marena Scherer,640-05-8883,25,SRA,5/16/21,OP1CFNY2,24020,Pearl Ivankov,Environmental Tech,3/21/18,-3D133,,,IRDP,5/27/15,12/19/12,540-360-3560,5/7/99,2/6/18,10/2/21,11/13/24,457 Novick Plaza,Roanoke,Virginia,11/29/94,,M,,,,4/23/16,515-384-2469
Alyss Blindt,524-79-0952,33,TSG,,OP1CF333,20205,Rosalia Riddall,Research Nurse,11/11/17,-3D072,,,IRDP,7/15/14,4/18/12,202-166-8463,9/27/12,11/29/18,11/19/21,11/11/24,13 Spenser Lane,Washington,District of Columbia,10/4/80,,M,,,,7/15/07,240-389-2888
Guinna Schimaschke,437-02-9165,28,AMN,,OP1CFNY2,75799,Estevan Friar,Safety Technician II,8/10/17,-3D133,,,DOML,6/3/17,7/19/16,903-748-3128,2/10/03,2/9/18,8/11/20,8/11/23,46 Cardinal Circle,Tyler,Texas,4/16/65,,M,,,,1/9/10,432-210-4408
Annabel Bearcock,516-20-6472,5,TSG,,OP1CF333,22234,Glynnis Frears,Senior Financial Analyst,6/24/16,-3D131,,,DOM,11/25/11,3/12/14,571-896-0927,12/31/13,12/18/17,11/11/20,8/27/22,8511 Merrick Road,Arlington,Virginia,2/10/90,,M,,,,10/18/17,517-947-8751
Pearl Kurton,758-52-2717,20,AMN,7/2/21,OP1CFNY2,75241,Christiano Daley,Professor,3/1/18,-3D052,,,SCXP,3/26/16,11/23/14,469-533-9645,10/19/97,12/24/17,5/9/25,2/3/24,2914 Grasskamp Parkway,Dallas,Texas,7/5/81,,S,2/9/21,,,7/3/09,267-637-8754
Vance Sissot,350-79-9607,38,SRA,7/27/22,OP1CFS14,77070,Elia MacInerney,Assistant Media Planner,6/24/16,-1N371H,,,SCOK,4/18/13,11/11/16,713-799-8308,12/29/11,2/13/18,12/18/20,3/11/19,20 Dorton Place,Houston,Texas,1/9/90,,M,,,,7/31/07,402-319-9611
Claudine Manuel,613-07-0088,37,SMS,12/6/21,OP1CF333,27455,Flss Beechcraft,Accounting Assistant III,7/29/17,-1N271A,,,DOM,1/24/12,7/1/17,336-136-4151,4/29/04,4/19/18,8/18/21,12/20/23,5839 Stephen Lane,Greensboro,North Carolina,5/25/61,,M,,,,12/5/05,210-697-6331
Ricardo Ruddick,442-28-5564,27,TSG,,OP1CFR72,29605,Elana Arent,Research Assistant II,2/23/16,-3D072,,,SGPF,11/28/14,3/5/17,864-683-4314,8/22/12,5/25/18,7/31/23,5/18/25,29 Claremont Alley,Greenville,South Carolina,10/28/60,,M,,,,6/17/07,432-366-7795
Zorine Wheldon,730-95-5956,21,SMS,7/5/22,OP1CF333,47725,Felike Svanetti,Help Desk Operator,8/26/16,-3D133,,,GS,11/29/16,12/6/12,812-414-9432,3/5/08,3/25/18,12/14/21,12/10/24,68 Susan Parkway,Evansville,Indiana,1/3/54,,M,3/25/20,,,4/20/12,619-237-5621
Cathrin Rooney,267-11-7373,16,AMN,,OP1CF333,23668,Garek Akett,Chief Design Engineer,11/10/17,-3D052,,,CSS,12/7/08,8/2/15,757-550-1047,7/31/09,9/1/18,4/20/21,3/30/19,52308 Bultman Point,Hampton,Virginia,10/22/99,,S,,,,3/17/12,915-830-3640
Morton Charrier,389-50-8224,18,A1C,,OP1CFNY2,93584,Mycah Brach,Junior Executive,7/28/16,-1N131A,,,SGPF,8/6/09,3/17/13,661-556-7815,6/25/97,7/24/18,7/26/20,8/24/22,679 Eagle Crest Junction,Lancaster,California,6/23/93,,S,,,,10/17/08,518-892-3561
Freemon McQuarter,271-92-9390,25,TSG,,OP1CFT2N,77030,Kellie Kubica,Professor,12/3/15,-3S071,,,CCE,11/2/08,3/9/15,281-481-0466,9/19/12,10/16/18,9/18/23,1/7/24,81 Barnett Point,Houston,Texas,10/8/98,,S,,,,4/15/14,213-802-4871
Rooney Huggens,818-52-3824,21,SMS,4/5/20,OP1CF333,91606,Elinor Keeri,Financial Advisor,9/13/16,-3D152,,,SCOK,12/30/10,2/10/13,818-794-0532,2/8/98,4/4/18,12/6/21,7/31/25,462 Arkansas Junction,North Hollywood,California,1/1/97,,S,,,,8/27/07,234-745-3852
Creighton Harness,413-03-3538,40,CMS,10/5/22,OP1CFNY2,28210,Dominic Impett,Engineer IV,9/28/16,-3D172,,,DOA-F,7/27/15,3/7/15,704-241-4768,2/21/10,9/6/18,6/17/21,4/19/25,4981 Elgar Street,Charlotte,North Carolina,1/5/90,,M,,,,4/16/13,518-873-3433
Jeralee Backhurst,741-66-6149,34,SRA,,OP1CFT2N,96810,Benson MacFaul,Speech Pathologist,8/8/16,-3D052,,,STU,12/21/12,1/29/18,808-531-5245,10/10/11,9/4/18,4/15/19,7/8/21,813 Forest Dale Road,Honolulu,Hawaii,11/18/63,,M,,,,10/17/08,702-859-3318
Iseabal Denekamp,468-59-4821,17,SMS,,OP1CFT2N,11254,Kort Broggini,Nurse Practicioner,5/15/18,-1N371H,,,SCOI,3/28/08,2/19/17,212-183-5213,2/14/98,12/23/17,11/12/24,9/3/19,81922 Westerfield Center,Brooklyn,New York,8/26/80,,M,,,,10/11/16,859-228-1970
Bernie Luscott,796-07-2769,14,A1C,1/15/20,OP1CFT2N,6127,Avram Coase,Marketing Manager,6/21/17,-3D190,,,STU,1/14/12,9/8/16,860-258-7335,9/22/00,5/13/18,7/10/20,9/14/22,0 Rowland Center,West Hartford,Connecticut,6/18/67,,M,,,,11/4/13,805-393-5113
Klarika Rouf,490-50-0031,8,SSG,,OP1CFNY2,6854,Galven McNirlan,Civil Engineer,12/31/15,-1N371H,,,SCOI,5/22/08,10/11/16,203-586-5610,8/4/04,11/1/18,6/11/23,10/20/20,0182 Eagle Crest Plaza,Norwalk,Connecticut,7/4/54,,M,,,,11/4/11,334-918-2817
Xever Ould,352-21-3152,3,A1C,,OP1CFT2N,52245,Lucila Wyson,Nuclear Power Engineer,5/12/16,-3D052,,,SLK,5/25/11,8/29/13,319-175-9835,7/20/07,11/19/18,1/20/22,4/30/20,807 Knutson Crossing,Iowa City,Iowa,10/4/76,,S,,,,12/29/13,337-465-8362
Vivianna Cushelly,467-20-6203,22,SRA,,OP1CFNY2,32277,Winslow Hove,Librarian,6/28/18,-1N051,,,SCOO,8/6/10,9/18/14,904-209-9033,1/1/00,7/26/18,6/13/25,4/24/20,848 Hollow Ridge Parkway,Jacksonville,Florida,4/26/75,,S,,,,2/22/12,919-606-8370
Craggy Lindl,550-24-1242,25,AMN,7/28/22,OP1CF333,85732,Twila MacKowle,Project Manager,4/28/17,-3S071,,,DOML,9/23/14,5/31/17,520-897-9040,7/31/08,4/25/18,5/21/21,9/12/24,2 Sachtjen Alley,Tucson,Arizona,2/26/71,,S,,,,6/10/16,202-838-9568
Mame Cruise,443-66-4689,15,AMN,,OP1CFR72,53263,Valma Gasnell,General Manager,4/28/18,-2T25,,,SCXP,10/4/11,8/16/13,414-954-3146,12/9/01,10/14/18,9/4/22,6/2/23,8 Marcy Road,Milwaukee,Wisconsin,4/6/66,,S,,,,11/6/13,406-868-1375
Erik Everleigh,768-97-7941,3,SMS,2/21/19,OP1CFS14,44505,Keith Gerhts,Chief Design Engineer,2/19/16,-1N371H,,,DOOE,8/5/14,6/24/15,330-787-0589,10/8/15,6/12/18,9/17/20,2/12/22,9 Mendota Avenue,Youngstown,Ohio,4/12/76,,M,,,,5/14/13,469-634-5085
Gustavus Cornelisse,195-10-8532,36,SMS,4/28/21,OP1CFS14,98121,Marlowe Guerra,Business Systems Development Analyst,8/6/18,-3D153,,,SCOK,1/14/12,2/15/13,206-966-6371,3/2/11,3/18/18,3/22/21,3/9/22,356 Vernon Alley,Seattle,Washington,3/22/59,,M,,,,2/9/15,205-504-0804
Yasmin Zuanelli,551-35-9057,9,SSG,,OP1CFT2N,73129,Wade Capron,Staff Accountant II,12/4/16,-3D153,,,DOO,11/30/15,6/3/18,405-342-8645,12/30/11,12/11/17,12/11/21,10/31/19,13 Shasta Trail,Oklahoma City,Oklahoma,12/15/84,,M,,,,10/16/12,513-298-5616
Anica Muckloe,123-67-2517,37,A1C,,OP1CFNY2,25770,Suzann Lindsey,Data Coordiator,3/31/16,-3D172,,,DOML,6/16/11,6/4/17,304-584-6098,12/13/07,3/2/18,3/15/22,9/27/25,49 Evergreen Plaza,Huntington,West Virginia,2/18/74,,S,,,,8/31/16,312-210-7480
Sheppard Boliver,867-27-3466,13,A1C,10/12/20,OP1CF333,16550,Alecia Rase,Accountant II,4/28/17,-3D172,,,CSS,10/8/09,12/27/13,814-285-0871,6/6/05,10/29/18,1/4/25,10/12/22,0 Pierstorff Street,Erie,Pennsylvania,7/4/64,,S,,,,11/20/17,202-226-4739
Rita Goldis,241-38-6373,31,CMS,4/14/20,OP1CFT2N,80935,Rosanne Donnersberg,Staff Accountant IV,10/7/16,-1N131A,,,GSII,8/9/15,5/27/18,719-515-2876,10/5/09,12/2/17,12/4/21,6/22/23,987 Wayridge Parkway,Colorado Springs,Colorado,3/17/76,,S,9/10/20,,,4/3/11,949-338-4762
Tildy Samwyse,608-23-5998,38,SMS,,OP1CFR72,60614,Reeta O' Quirk,Environmental Tech,3/21/16,-3D152,,,SCOK,10/21/08,12/27/16,312-958-2597,8/20/11,6/25/18,11/23/23,8/28/25,660 Shelley Trail,Chicago,Illinois,4/29/55,,S,,,,10/2/08,707-842-2928
Blondie Dober,639-91-4454,35,TSG,5/4/20,OP1CFNY2,93726,Inessa Vassel,Recruiting Manager,11/12/16,-3S071,,,SCOI,2/28/09,9/10/13,209-390-5825,3/8/16,12/11/17,9/3/22,11/11/23,266 Ilene Road,Fresno,California,1/11/58,,M,,,,3/26/13,202-388-3655
Iosep Lafferty,216-36-4711,16,SRA,9/19/19,OP1CFT2N,30919,Hyacintha Greensmith,Computer Systems Analyst II,2/15/17,-2T25,,,ART,12/10/11,5/16/14,706-457-1302,9/24/99,1/24/18,12/22/23,4/17/22,51052 Grayhawk Street,Augusta,Georgia,11/12/54,,M,,,,11/8/12,225-159-1361
Yancey Allewell,318-19-4337,27,SMS,,OP1CF333,94250,Nevil Wegman,Graphic Designer,4/26/17,-1N131A,,,SCXP,2/12/16,4/29/12,916-600-1540,11/2/07,5/4/18,1/21/20,5/29/25,1 Forster Court,Sacramento,California,8/31/71,,M,,,,3/5/15,806-395-4808
